"","kingdom_name","phylum_name","class_name","order_name","family_name","genus_name","species_name","kingdom_txid","phylum_txid","class_txid","order_txid","family_txid","genus_txid","species_txid"
"s__Firmicutes_bacterium_CAG_822","k__Bacteria","p__Firmicutes","c__Firmicutes_unclassified","o__Firmicutes_unclassified","f__Firmicutes_unclassified","g__Firmicutes_unclassified","s__Firmicutes_bacterium_CAG_822","2","1239","","","","","1263032"
"s__Anaeromassilibacillus_sp_An172","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Anaeromassilibacillus","s__Anaeromassilibacillus_sp_An172","2","1239","186801","186802","541000","1924093","1965570"
"s__Lactobacillus_sanfranciscensis","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__Lactobacillus_sanfranciscensis","2","1239","91061","186826","33958","1578","1625"
"s__Enterobacterial_phage_mEp390","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Hk97virus","s__Enterobacterial_phage_mEp390","10239","","","28883","10699","2169654","1147158"
"s__Enterobacteria_phage_mEp235","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Hk97virus","s__Enterobacteria_phage_mEp235","10239","","","28883","10699","2169654","1147150"
"s__Enterococcus_thailandicus","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus","s__Enterococcus_thailandicus","2","1239","91061","186826","81852","1350","417368"
"s__Enterobacteria_phage_mEp237","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Enterobacteria_phage_mEp237","10239","","","28883","10699","","1147151"
"s__Enterobacteria_phage_HK225","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Enterobacteria_phage_HK225","10239","","","28883","10699","","1147144"
"s__Hafnia_paralvei","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Hafniaceae","g__Hafnia","s__Hafnia_paralvei","2","1224","1236","91347","1903412","568","546367"
"s__Firmicutes_bacterium_CAG_534","k__Bacteria","p__Firmicutes","c__Firmicutes_unclassified","o__Firmicutes_unclassified","f__Firmicutes_unclassified","g__Firmicutes_unclassified","s__Firmicutes_bacterium_CAG_534","2","1239","","","","","1263027"
"s__Clostridium_sp_CAG_510","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_510","2","1239","186801","186802","31979","1485","1262816"
"s__Ruminococcus_sp_CAG_624","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__Ruminococcus_sp_CAG_624","2","1239","186801","186802","541000","1263","1262965"
"s__Prevotella_sp_CAG_873","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella_sp_CAG_873","2","976","200643","171549","171552","838","1262936"
"s__Prevotella_sp_CAG_520","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella_sp_CAG_520","2","976","200643","171549","171552","838","1262929"
"s__Clostridium_sp_CAG_1193","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_1193","2","1239","186801","186802","31979","1485","1262771"
"s__Mycoplasma_sp_CAG_956","k__Bacteria","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__Mycoplasma_sp_CAG_956","2","544448","31969","2085","2092","2093","1262908"
"s__Acholeplasma_sp_CAG_878","k__Bacteria","p__Tenericutes","c__Mollicutes","o__Acholeplasmatales","f__Acholeplasmataceae","g__Acholeplasma","s__Acholeplasma_sp_CAG_878","2","544448","31969","186329","2146","2147","1262686"
"s__Leuconostoc_virus_LN04","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Lmd1virus","s__Leuconostoc_virus_LN04","10239","","","28883","10699","2169621","2169975"
"s__Lactococcus_phage_phi7","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Sk1virus","s__Lactococcus_phage_phi7","10239","","","28883","10699","1623305","1262538"
"s__Lactococcus_phage_P087","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Lactococcus_phage_P087","10239","","","28883","10699","","641487"
"s__Clostridium_sp_CAG_710","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_710","2","1239","186801","186802","31979","1485","1262833"
"s__Coraliomargarita_sp_CAG_312","k__Bacteria","p__Verrucomicrobia","c__Opitutae","o__Puniceicoccales","f__Puniceicoccaceae","g__Coraliomargarita","s__Coraliomargarita_sp_CAG_312","2","74201","414999","415001","415002","442430","1262865"
"s__Comamonas_kerstersii","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Comamonas","s__Comamonas_kerstersii","2","1224","28216","80840","80864","283","225992"
"s__Eggerthella_sp_YY7918","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Eggerthellales","f__Eggerthellaceae","g__Eggerthella","s__Eggerthella_sp_YY7918","2","201174","84998","1643822","1643826","84111","502558"
"s__Lachnoclostridium_sp_An14","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Lachnoclostridium","s__Lachnoclostridium_sp_An14","2","1239","186801","186802","186803","1506553","1965562"
"s__Staphylococcus_phage_StauST398_3","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Phietavirus","s__Staphylococcus_phage_StauST398_3","10239","","","28883","10699","1623298","1195071"
"s__Faecalicatena_contorta","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Faecalicatena","s__Faecalicatena_contorta","2","1239","186801","186802","186803","2005359","39482"
"s__Eubacterium_sp_CAG_786","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Eubacteriaceae","g__Eubacterium","s__Eubacterium_sp_CAG_786","2","1239","186801","186802","186806","1730","1262893"
"s__Escherichia_virus_P2","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Myoviridae","g__P2virus","s__Escherichia_virus_P2","10239","","","28883","10662","140410","10679"
"s__Streptococcus_phage_M102","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Streptococcus_phage_M102","10239","","","28883","10699","","372457"
"s__Salmonella_phage_SSU5","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Salmonella_phage_SSU5","10239","","","28883","10699","","1177632"
